,sales,date,region
13105,175200,2019-05-20,south
13106,178500,2019-05-20,east
13107,166800,2019-05-20,west
13132,151500,2019-05-21,north
13133,168300,2019-05-21,south
13134,179400,2019-05-21,east
13135,153300,2019-05-21,west
13160,159900,2019-05-22,north
13161,176100,2019-05-22,south
13162,176100,2019-05-22,east
13163,172200,2019-05-22,west
13188,162600,2019-05-23,north
13189,166800,2019-05-23,south
13190,164100,2019-05-23,east
13191,174000,2019-05-23,west
13216,165000,2019-05-24,north
13217,162300,2019-05-24,south
13218,165300,2019-05-24,east
13219,177300,2019-05-24,west
13244,178800,2019-05-25,north
13245,158100,2019-05-25,south
13246,167700,2019-05-25,east
13247,156900,2019-05-25,west
13272,179100,2019-05-26,north
13273,161700,2019-05-26,south
13274,163800,2019-05-26,east
13275,154200,2019-05-26,west
13300,159000,2019-05-27,north
13301,170400,2019-05-27,south
13302,168000,2019-05-27,east
13303,152700,2019-05-27,west
13328,163500,2019-05-28,north
13329,175500,2019-05-28,south
13330,156000,2019-05-28,east
13331,153300,2019-05-28,west
13356,159900,2019-05-29,north
13357,167700,2019-05-29,south
13358,158100,2019-05-29,east
13359,168000,2019-05-29,west
13384,169200,2019-05-30,north
13385,164400,2019-05-30,south
13386,171600,2019-05-30,east
13387,176100,2019-05-30,west
13412,171600,2019-05-31,north
13413,176400,2019-05-31,south
13414,167700,2019-05-31,east
13415,160500,2019-05-31,west
13440,168000,2019-06-01,north
13441,169500,2019-06-01,south
13442,154800,2019-06-01,east
13443,168900,2019-06-01,west
13468,175500,2019-06-02,north
13469,170700,2019-06-02,south
13470,155700,2019-06-02,east
13471,164400,2019-06-02,west
13496,171900,2019-06-03,north
13497,168000,2019-06-03,south
13498,158100,2019-06-03,east
13499,174900,2019-06-03,west
13524,160200,2019-06-04,north
13525,170400,2019-06-04,south
13526,160200,2019-06-04,east
13527,155400,2019-06-04,west
13552,163200,2019-06-05,north
13553,156000,2019-06-05,south
13554,164700,2019-06-05,east
13555,156000,2019-06-05,west
13580,166200,2019-06-06,north
13581,154500,2019-06-06,south
13582,161400,2019-06-06,east
13583,174600,2019-06-06,west
13608,171300,2019-06-07,north
13609,166800,2019-06-07,south
13610,150300,2019-06-07,east
13611,175800,2019-06-07,west
13636,165600,2019-06-08,north
13637,156000,2019-06-08,south
13638,171000,2019-06-08,east
13639,167700,2019-06-08,west
13664,178200,2019-06-09,north
13665,166500,2019-06-09,south
13666,178200,2019-06-09,east
13667,179700,2019-06-09,west
13692,169800,2019-06-10,north
13693,168900,2019-06-10,south
13694,162300,2019-06-10,east
13695,176700,2019-06-10,west
13720,163500,2019-06-11,north
13721,156300,2019-06-11,south
13722,178500,2019-06-11,east
13723,152100,2019-06-11,west
13748,172800,2019-06-12,north
13749,151500,2019-06-12,south
13750,154800,2019-06-12,east
13751,167700,2019-06-12,west
13776,158700,2019-06-13,north
13777,171900,2019-06-13,south
13778,158700,2019-06-13,east
13779,177300,2019-06-13,west
13804,155700,2019-06-14,north
13805,168000,2019-06-14,south
13806,177300,2019-06-14,east
13807,150900,2019-06-14,west
13832,160200,2019-06-15,north
13833,179400,2019-06-15,south
13834,176400,2019-06-15,east
13835,178500,2019-06-15,west
13860,166200,2019-06-16,north
13861,156300,2019-06-16,south
13862,167100,2019-06-16,east
13863,153300,2019-06-16,west
13888,158700,2019-06-17,north
13889,151200,2019-06-17,south
13890,153600,2019-06-17,east
13891,156600,2019-06-17,west
13916,176700,2019-06-18,north
13917,161400,2019-06-18,south
13918,177600,2019-06-18,east
13919,172800,2019-06-18,west
13944,161400,2019-06-19,north
13945,157200,2019-06-19,south
13946,161400,2019-06-19,east
13947,173400,2019-06-19,west
13972,156600,2019-06-20,north
13973,163200,2019-06-20,south
13974,178500,2019-06-20,east
13975,177000,2019-06-20,west
14000,172500,2019-06-21,north
14001,154200,2019-06-21,south
14002,167700,2019-06-21,east
14003,153300,2019-06-21,west
14028,157800,2019-06-22,north
14029,171300,2019-06-22,south
14030,177600,2019-06-22,east
14031,151500,2019-06-22,west
14056,158700,2019-06-23,north
14057,177000,2019-06-23,south
14058,177300,2019-06-23,east
14059,167100,2019-06-23,west
14084,170400,2019-06-24,north
14085,154500,2019-06-24,south
14086,167100,2019-06-24,east
14087,180000,2019-06-24,west
14112,161100,2019-06-25,north
14113,179700,2019-06-25,south
14114,162300,2019-06-25,east
14115,177600,2019-06-25,west
14140,167700,2019-06-26,north
14141,180000,2019-06-26,south
14142,179400,2019-06-26,east
14143,168600,2019-06-26,west
14168,167100,2019-06-27,north
14169,163500,2019-06-27,south
14170,174000,2019-06-27,east
14171,167100,2019-06-27,west
14196,167100,2019-06-28,north
14197,177000,2019-06-28,south
14198,177300,2019-06-28,east
14199,158100,2019-06-28,west
14224,153300,2019-06-29,north
14225,165000,2019-06-29,south
14226,153600,2019-06-29,east
14227,154800,2019-06-29,west
14252,178500,2019-06-30,north
14253,161400,2019-06-30,south
14254,156900,2019-06-30,east
14255,180000,2019-06-30,west
14280,164400,2019-07-01,north
14281,165900,2019-07-01,south
14282,165900,2019-07-01,east
14283,164400,2019-07-01,west
14308,165600,2019-07-02,north
14309,156600,2019-07-02,south
14310,168600,2019-07-02,east
14311,167700,2019-07-02,west
14336,177000,2019-07-03,north
14337,168900,2019-07-03,south
14338,170400,2019-07-03,east
14339,180000,2019-07-03,west
14364,178200,2019-07-04,north
14365,174600,2019-07-04,south
14366,152700,2019-07-04,east
14367,158100,2019-07-04,west
14392,151800,2019-07-05,north
14393,155400,2019-07-05,south
14394,154800,2019-07-05,east
14395,153300,2019-07-05,west
14420,179100,2019-07-06,north
14421,157800,2019-07-06,south
14422,177900,2019-07-06,east
14423,170400,2019-07-06,west
14448,158700,2019-07-07,north
14449,159300,2019-07-07,south
14450,164400,2019-07-07,east
14451,168000,2019-07-07,west
14476,161400,2019-07-08,north
14477,170400,2019-07-08,south
14478,179700,2019-07-08,east
14479,177000,2019-07-08,west
14504,160500,2019-07-09,north
14505,168600,2019-07-09,south
14506,179400,2019-07-09,east
14507,171300,2019-07-09,west
14532,175500,2019-07-10,north
14533,150000,2019-07-10,south
14534,163200,2019-07-10,east
14535,180000,2019-07-10,west
14560,180000,2019-07-11,north
14561,165000,2019-07-11,south
14562,170400,2019-07-11,east
14563,159000,2019-07-11,west
14588,177900,2019-07-12,north
14589,155400,2019-07-12,south
14590,163500,2019-07-12,east
14591,160800,2019-07-12,west
14616,179100,2019-07-13,north
14617,177900,2019-07-13,south
14618,152700,2019-07-13,east
14619,168900,2019-07-13,west
14644,178200,2019-07-14,north
14645,166200,2019-07-14,south
14646,162000,2019-07-14,east
14647,169200,2019-07-14,west
14672,155100,2019-07-15,north
14673,162000,2019-07-15,south
14674,172500,2019-07-15,east
14675,160200,2019-07-15,west
14700,151800,2019-07-16,north
14701,176100,2019-07-16,south
14702,153900,2019-07-16,east
14703,161400,2019-07-16,west
14728,154800,2019-07-17,north
14729,155100,2019-07-17,south
14730,172200,2019-07-17,east
14731,166200,2019-07-17,west
14756,150900,2019-07-18,north
14757,177300,2019-07-18,south
14758,176700,2019-07-18,east
14759,158100,2019-07-18,west
14784,162600,2019-07-19,north
14785,173400,2019-07-19,south
14786,176100,2019-07-19,east
14787,165900,2019-07-19,west
14812,163800,2019-07-20,north
14813,153900,2019-07-20,south
14814,178200,2019-07-20,east
14815,172800,2019-07-20,west
14840,174600,2019-07-21,north
14841,153600,2019-07-21,south
14842,171900,2019-07-21,east
14843,177300,2019-07-21,west
14868,161100,2019-07-22,north
14869,166500,2019-07-22,south
14870,150600,2019-07-22,east
14871,174600,2019-07-22,west
14896,177000,2019-07-23,north
14897,173400,2019-07-23,south
14898,170700,2019-07-23,east
14899,162000,2019-07-23,west
14924,156900,2019-07-24,north
14925,165600,2019-07-24,south
14926,161700,2019-07-24,east
14927,163800,2019-07-24,west
14952,170100,2019-07-25,north
14953,171300,2019-07-25,south
14954,155700,2019-07-25,east
14955,172500,2019-07-25,west
14980,160500,2019-07-26,north
14981,177000,2019-07-26,south
14982,155700,2019-07-26,east
14983,175500,2019-07-26,west
15008,173700,2019-07-27,north
15009,178500,2019-07-27,south
15010,154500,2019-07-27,east
15011,156000,2019-07-27,west
15036,150900,2019-07-28,north
15037,176100,2019-07-28,south
15038,155100,2019-07-28,east
15039,168300,2019-07-28,west
15064,164400,2019-07-29,north
15065,160800,2019-07-29,south
15066,171900,2019-07-29,east
15067,179400,2019-07-29,west
15092,176400,2019-07-30,north
15093,151200,2019-07-30,south
15094,170100,2019-07-30,east
15095,179700,2019-07-30,west
15120,173400,2019-07-31,north
15121,179100,2019-07-31,south
15122,176100,2019-07-31,east
15123,158700,2019-07-31,west
15148,159600,2019-08-01,north
15149,154200,2019-08-01,south
15150,171000,2019-08-01,east
15151,170100,2019-08-01,west
15176,164700,2019-08-02,north
15177,152400,2019-08-02,south
15178,178200,2019-08-02,east
15179,171600,2019-08-02,west
15204,175200,2019-08-03,north
15205,168600,2019-08-03,south
15206,176400,2019-08-03,east
15207,175500,2019-08-03,west
15232,157800,2019-08-04,north
15233,153900,2019-08-04,south
15234,174300,2019-08-04,east
15235,159600,2019-08-04,west
15260,150600,2019-08-05,north
15261,152700,2019-08-05,south
15262,162600,2019-08-05,east
15263,153000,2019-08-05,west
15288,152100,2019-08-06,north
15289,171300,2019-08-06,south
15290,176100,2019-08-06,east
15291,155700,2019-08-06,west
15316,158400,2019-08-07,north
15317,176400,2019-08-07,south
15318,162300,2019-08-07,east
15319,177600,2019-08-07,west
15344,174900,2019-08-08,north
15345,170700,2019-08-08,south
15346,162900,2019-08-08,east
15347,177300,2019-08-08,west
15372,175800,2019-08-09,north
15373,167100,2019-08-09,south
15374,165900,2019-08-09,east
15375,164100,2019-08-09,west
15400,159600,2019-08-10,north
15401,162600,2019-08-10,south
15402,155700,2019-08-10,east
15403,169500,2019-08-10,west
15428,165900,2019-08-11,north
15429,168000,2019-08-11,south
15430,168300,2019-08-11,east
15431,169200,2019-08-11,west
15456,156900,2019-08-12,north
15457,174000,2019-08-12,south
15458,165000,2019-08-12,east
15459,156900,2019-08-12,west
15484,170100,2019-08-13,north
15485,167700,2019-08-13,south
15486,153300,2019-08-13,east
15487,158700,2019-08-13,west
15512,171300,2019-08-14,north
15513,161100,2019-08-14,south
15514,152400,2019-08-14,east
15515,172500,2019-08-14,west
15540,176100,2019-08-15,north
15541,156900,2019-08-15,south
15542,166800,2019-08-15,east
15543,156300,2019-08-15,west
15568,173400,2019-08-16,north
15569,152400,2019-08-16,south
15570,173100,2019-08-16,east
15571,166500,2019-08-16,west
15596,171000,2019-08-17,north
15597,150900,2019-08-17,south
15598,153900,2019-08-17,east
15599,153300,2019-08-17,west
15624,178500,2019-08-18,north
15625,166500,2019-08-18,south
15626,172200,2019-08-18,east
15627,165900,2019-08-18,west
15652,179100,2019-08-19,north
15653,168000,2019-08-19,south
15654,154200,2019-08-19,east
15655,170100,2019-08-19,west
15680,167100,2019-08-20,north
15681,165600,2019-08-20,south
15682,153600,2019-08-20,east
15683,180000,2019-08-20,west
15708,160500,2019-08-21,north
15709,167100,2019-08-21,south
15710,159000,2019-08-21,east
15711,154500,2019-08-21,west
15736,150000,2019-08-22,north
15737,177900,2019-08-22,south
15738,165600,2019-08-22,east
15739,173100,2019-08-22,west
15764,161400,2019-08-23,north
15765,178200,2019-08-23,south
15766,162900,2019-08-23,east
15767,163500,2019-08-23,west
15792,154800,2019-08-24,north
15793,177600,2019-08-24,south
15794,174300,2019-08-24,east
15795,173700,2019-08-24,west
15820,164400,2019-08-25,north
15821,162600,2019-08-25,south
15822,168000,2019-08-25,east
15823,152400,2019-08-25,west
15848,151500,2019-08-26,north
15849,170400,2019-08-26,south
15850,165300,2019-08-26,east
15851,155400,2019-08-26,west
15876,164400,2019-08-27,north
15877,167400,2019-08-27,south
15878,166500,2019-08-27,east
15879,175500,2019-08-27,west
15904,156600,2019-08-28,north
15905,165900,2019-08-28,south
15906,151500,2019-08-28,east
15907,177900,2019-08-28,west
15932,157200,2019-08-29,north
15933,177000,2019-08-29,south
15934,163200,2019-08-29,east
15935,167700,2019-08-29,west
15960,175500,2019-08-30,north
15961,152700,2019-08-30,south
15962,162300,2019-08-30,east
15963,166800,2019-08-30,west
15988,168300,2019-08-31,north
15989,169800,2019-08-31,south
15990,174900,2019-08-31,east
15991,163200,2019-08-31,west
16016,178500,2019-09-01,north
16017,170700,2019-09-01,south
16018,151800,2019-09-01,east
16019,156300,2019-09-01,west
16044,170100,2019-09-02,north
16045,160500,2019-09-02,south
16046,159600,2019-09-02,east
16047,160500,2019-09-02,west
16072,171600,2019-09-03,north
16073,156900,2019-09-03,south
16074,172500,2019-09-03,east
16075,154200,2019-09-03,west
16100,169200,2019-09-04,north
16101,156000,2019-09-04,south
16102,151500,2019-09-04,east
16103,165300,2019-09-04,west
16128,162900,2019-09-05,north
16129,166800,2019-09-05,south
16130,169800,2019-09-05,east
16131,167700,2019-09-05,west
16156,150300,2019-09-06,north
16157,177600,2019-09-06,south
16158,150900,2019-09-06,east
16159,166500,2019-09-06,west
16184,168300,2019-09-07,north
16185,153000,2019-09-07,south
16186,178200,2019-09-07,east
16187,158400,2019-09-07,west
16212,174300,2019-09-08,north
16213,155100,2019-09-08,south
16214,162000,2019-09-08,east
16215,179100,2019-09-08,west
16240,167400,2019-09-09,north
16241,179700,2019-09-09,south
16242,177300,2019-09-09,east
16243,159600,2019-09-09,west
16268,161700,2019-09-10,north
16269,176400,2019-09-10,south
16270,163200,2019-09-10,east
16271,150600,2019-09-10,west
16296,153300,2019-09-11,north
16297,167700,2019-09-11,south
16298,174600,2019-09-11,east
16299,166800,2019-09-11,west
16324,179700,2019-09-12,north
16325,154500,2019-09-12,south
16326,170100,2019-09-12,east
16327,157800,2019-09-12,west
16352,162600,2019-09-13,north
16353,151200,2019-09-13,south
16354,178800,2019-09-13,east
16355,167100,2019-09-13,west
16380,172800,2019-09-14,north
16381,165300,2019-09-14,south
16382,164400,2019-09-14,east
16383,173400,2019-09-14,west
16408,174600,2019-09-15,north
16409,152400,2019-09-15,south
16410,161100,2019-09-15,east
16411,162600,2019-09-15,west
16436,166800,2019-09-16,north
16437,173400,2019-09-16,south
16438,179700,2019-09-16,east
16439,172500,2019-09-16,west
16464,165600,2019-09-17,north
16465,153000,2019-09-17,south
16466,169500,2019-09-17,east
16467,165600,2019-09-17,west
16492,179700,2019-09-18,north
16493,151500,2019-09-18,south
16494,163800,2019-09-18,east
16495,179700,2019-09-18,west
16520,180000,2019-09-19,north
16521,156000,2019-09-19,south
16522,150600,2019-09-19,east
16523,158100,2019-09-19,west
16548,151500,2019-09-20,north
16549,152700,2019-09-20,south
16550,175800,2019-09-20,east
16551,163800,2019-09-20,west
16576,160500,2019-09-21,north
16577,171600,2019-09-21,south
16578,156900,2019-09-21,east
16579,167400,2019-09-21,west
16604,163200,2019-09-22,north
16605,173400,2019-09-22,south
16606,153000,2019-09-22,east
16607,168900,2019-09-22,west
16632,164100,2019-09-23,north
16633,177900,2019-09-23,south
16634,165900,2019-09-23,east
16635,179700,2019-09-23,west
16660,176700,2019-09-24,north
16661,175500,2019-09-24,south
16662,160200,2019-09-24,east
16663,152400,2019-09-24,west
16688,179400,2019-09-25,north
16689,162600,2019-09-25,south
16690,161700,2019-09-25,east
16691,177300,2019-09-25,west
16716,171900,2019-09-26,north
16717,150900,2019-09-26,south
16718,168600,2019-09-26,east
16719,166800,2019-09-26,west
16744,173100,2019-09-27,north
16745,159000,2019-09-27,south
16746,172800,2019-09-27,east
16747,172200,2019-09-27,west
16772,154800,2019-09-28,north
16773,159900,2019-09-28,south
16774,160500,2019-09-28,east
16775,167100,2019-09-28,west
16800,151200,2019-09-29,north
16801,165000,2019-09-29,south
16802,161400,2019-09-29,east
16803,167400,2019-09-29,west
16828,163800,2019-09-30,north
16829,173100,2019-09-30,south
16830,171600,2019-09-30,east
16831,156600,2019-09-30,west
16856,170700,2019-10-01,north
16857,155400,2019-10-01,south
16858,163200,2019-10-01,east
16859,158400,2019-10-01,west
16884,165300,2019-10-02,north
16885,177000,2019-10-02,south
16886,175800,2019-10-02,east
16887,156900,2019-10-02,west
16912,179700,2019-10-03,north
16913,155100,2019-10-03,south
16914,167700,2019-10-03,east
16915,159900,2019-10-03,west
16940,151200,2019-10-04,north
16941,163500,2019-10-04,south
16942,174900,2019-10-04,east
16943,168900,2019-10-04,west
16968,161400,2019-10-05,north
16969,152700,2019-10-05,south
16970,152100,2019-10-05,east
16971,172500,2019-10-05,west
16996,158700,2019-10-06,north
16997,170100,2019-10-06,south
16998,156600,2019-10-06,east
16999,175200,2019-10-06,west
17024,166800,2019-10-07,north
17025,168600,2019-10-07,south
17026,161100,2019-10-07,east
17027,156900,2019-10-07,west
17052,159900,2019-10-08,north
17053,153900,2019-10-08,south
17054,161100,2019-10-08,east
17055,160500,2019-10-08,west
17080,168000,2019-10-09,north
17081,170400,2019-10-09,south
17082,168900,2019-10-09,east
17083,164400,2019-10-09,west
17108,170100,2019-10-10,north
17109,156000,2019-10-10,south
17110,179100,2019-10-10,east
17111,169800,2019-10-10,west
17136,153900,2019-10-11,north
17137,154200,2019-10-11,south
17138,170400,2019-10-11,east
17139,172800,2019-10-11,west
17164,159000,2019-10-12,north
17165,174300,2019-10-12,south
17166,156900,2019-10-12,east
17167,172200,2019-10-12,west
17192,154500,2019-10-13,north
17193,153300,2019-10-13,south
17194,167400,2019-10-13,east
17195,170400,2019-10-13,west
17220,152400,2019-10-14,north
17221,157800,2019-10-14,south
17222,169200,2019-10-14,east
17223,163500,2019-10-14,west
17248,178200,2019-10-15,north
17249,158700,2019-10-15,south
17250,163800,2019-10-15,east
17251,175200,2019-10-15,west
17276,154200,2019-10-16,north
17277,160800,2019-10-16,south
17278,168300,2019-10-16,east
17279,159600,2019-10-16,west
17304,152700,2019-10-17,north
17305,173700,2019-10-17,south
17306,167100,2019-10-17,east
17307,166200,2019-10-17,west
17332,151800,2019-10-18,north
17333,174600,2019-10-18,south
17334,159000,2019-10-18,east
17335,171000,2019-10-18,west
17360,164700,2019-10-19,north
17361,173700,2019-10-19,south
17362,176100,2019-10-19,east
17363,158700,2019-10-19,west
17388,170100,2019-10-20,north
17389,152400,2019-10-20,south
17390,167700,2019-10-20,east
17391,172500,2019-10-20,west
17416,165300,2019-10-21,north
17417,168600,2019-10-21,south
17418,169800,2019-10-21,east
17419,156000,2019-10-21,west
17444,151500,2019-10-22,north
17445,173400,2019-10-22,south
17446,155100,2019-10-22,east
17447,171300,2019-10-22,west
17472,175800,2019-10-23,north
17473,164400,2019-10-23,south
17474,175800,2019-10-23,east
17475,164100,2019-10-23,west
17500,161700,2019-10-24,north
17501,161100,2019-10-24,south
17502,178800,2019-10-24,east
17503,160200,2019-10-24,west
17528,163800,2019-10-25,north
17529,162000,2019-10-25,south
17530,166500,2019-10-25,east
17531,150000,2019-10-25,west
17556,167100,2019-10-26,north
17557,156600,2019-10-26,south
17558,174000,2019-10-26,east
17559,159900,2019-10-26,west
17584,171000,2019-10-27,north
17585,166800,2019-10-27,south
17586,174000,2019-10-27,east
17587,169800,2019-10-27,west
17612,150300,2019-10-28,north
17613,168900,2019-10-28,south
17614,162600,2019-10-28,east
17615,167400,2019-10-28,west
17640,154200,2019-10-29,north
17641,169200,2019-10-29,south
17642,171900,2019-10-29,east
17643,151200,2019-10-29,west
17668,173100,2019-10-30,north
17669,164400,2019-10-30,south
17670,174600,2019-10-30,east
17671,168900,2019-10-30,west
17696,180000,2019-10-31,north
17697,152700,2019-10-31,south
17698,153300,2019-10-31,east
17699,180000,2019-10-31,west
17724,164400,2019-11-01,north
17725,150000,2019-11-01,south
17726,180000,2019-11-01,east
17727,176700,2019-11-01,west
17752,179100,2019-11-02,north
17753,177600,2019-11-02,south
17754,159600,2019-11-02,east
17755,173400,2019-11-02,west
17780,154200,2019-11-03,north
17781,160800,2019-11-03,south
17782,161700,2019-11-03,east
17783,162300,2019-11-03,west
17808,167400,2019-11-04,north
17809,178200,2019-11-04,south
17810,168000,2019-11-04,east
17811,151200,2019-11-04,west
17836,150000,2019-11-05,north
17837,166800,2019-11-05,south
17838,175800,2019-11-05,east
17839,153300,2019-11-05,west
17864,178500,2019-11-06,north
17865,153300,2019-11-06,south
17866,165900,2019-11-06,east
17867,150600,2019-11-06,west
17892,165600,2019-11-07,north
17893,172800,2019-11-07,south
17894,172800,2019-11-07,east
17895,171300,2019-11-07,west
17920,179700,2019-11-08,north
17921,168600,2019-11-08,south
17922,158400,2019-11-08,east
17923,171300,2019-11-08,west
17948,166500,2019-11-09,north
17949,155700,2019-11-09,south
17950,165600,2019-11-09,east
17951,176700,2019-11-09,west
17976,151500,2019-11-10,north
17977,176100,2019-11-10,south
17978,176700,2019-11-10,east
17979,164100,2019-11-10,west
18004,158400,2019-11-11,north
18005,154500,2019-11-11,south
18006,169500,2019-11-11,east
18007,176100,2019-11-11,west
18032,170100,2019-11-12,north
18033,176700,2019-11-12,south
18034,163200,2019-11-12,east
18035,170400,2019-11-12,west
18060,159900,2019-11-13,north
18061,150900,2019-11-13,south
18062,172800,2019-11-13,east
18063,168300,2019-11-13,west
18088,174000,2019-11-14,north
18089,162600,2019-11-14,south
18090,157200,2019-11-14,east
18091,171600,2019-11-14,west
18116,164100,2019-11-15,north
18117,156000,2019-11-15,south
18118,161400,2019-11-15,east
18119,160500,2019-11-15,west
18144,150300,2019-11-16,north
18145,163800,2019-11-16,south
18146,166200,2019-11-16,east
18147,165300,2019-11-16,west
18172,173400,2019-11-17,north
18173,159900,2019-11-17,south
18174,151500,2019-11-17,east
18175,160800,2019-11-17,west
18200,156600,2019-11-18,north
18201,173400,2019-11-18,south
18202,171900,2019-11-18,east
18203,177300,2019-11-18,west
18228,179100,2019-11-19,north
18229,177900,2019-11-19,south
18230,164100,2019-11-19,east
18231,161700,2019-11-19,west
18256,153300,2019-11-20,north
18257,152700,2019-11-20,south
18258,151200,2019-11-20,east
18259,151500,2019-11-20,west
18284,173400,2019-11-21,north
18285,166800,2019-11-21,south
18286,166500,2019-11-21,east
18287,164400,2019-11-21,west
18312,176700,2019-11-22,north
18313,164700,2019-11-22,south
18314,166500,2019-11-22,east
18315,177600,2019-11-22,west
18340,166500,2019-11-23,north
18341,163200,2019-11-23,south
18342,152100,2019-11-23,east
18343,165900,2019-11-23,west
18368,162300,2019-11-24,north
18369,169800,2019-11-24,south
18370,159600,2019-11-24,east
18371,167400,2019-11-24,west
18396,174900,2019-11-25,north
18397,153600,2019-11-25,south
18398,173400,2019-11-25,east
18399,171600,2019-11-25,west
18424,159900,2019-11-26,north
18425,150000,2019-11-26,south
18426,151800,2019-11-26,east
18427,158400,2019-11-26,west
18452,155100,2019-11-27,north
18453,170100,2019-11-27,south
18454,168900,2019-11-27,east
18455,174600,2019-11-27,west
18480,172500,2019-11-28,north
18481,177600,2019-11-28,south
18482,170700,2019-11-28,east
18483,179400,2019-11-28,west
18508,164100,2019-11-29,north
18509,165300,2019-11-29,south
18510,171600,2019-11-29,east
18511,177600,2019-11-29,west
18536,179700,2019-11-30,north
18537,178200,2019-11-30,south
18538,165300,2019-11-30,east
18539,159600,2019-11-30,west
18564,170400,2019-12-01,north
18565,162600,2019-12-01,south
18566,161700,2019-12-01,east
18567,168000,2019-12-01,west
18592,160800,2019-12-02,north
18593,171300,2019-12-02,south
18594,163200,2019-12-02,east
18595,168000,2019-12-02,west
18620,179100,2019-12-03,north
18621,176100,2019-12-03,south
18622,174900,2019-12-03,east
18623,162600,2019-12-03,west
18648,177300,2019-12-04,north
18649,162300,2019-12-04,south
18650,166200,2019-12-04,east
18651,173100,2019-12-04,west
18676,175500,2019-12-05,north
18677,160200,2019-12-05,south
18678,174000,2019-12-05,east
18679,160500,2019-12-05,west
18704,168000,2019-12-06,north
18705,157200,2019-12-06,south
18706,154200,2019-12-06,east
18707,177900,2019-12-06,west
18732,167100,2019-12-07,north
18733,172200,2019-12-07,south
18734,172800,2019-12-07,east
18735,165900,2019-12-07,west
18760,177000,2019-12-08,north
18761,163200,2019-12-08,south
18762,153600,2019-12-08,east
18763,173400,2019-12-08,west
18788,158400,2019-12-09,north
18789,171300,2019-12-09,south
18790,172800,2019-12-09,east
18791,172500,2019-12-09,west
18816,150600,2019-12-10,north
18817,150300,2019-12-10,south
18818,152100,2019-12-10,east
18819,171300,2019-12-10,west
18844,163500,2019-12-11,north
18845,150600,2019-12-11,south
18846,154200,2019-12-11,east
18847,155100,2019-12-11,west
18872,162300,2019-12-12,north
18873,171900,2019-12-12,south
18874,156300,2019-12-12,east
18875,179100,2019-12-12,west
18900,180000,2019-12-13,north
18901,180000,2019-12-13,south
18902,174000,2019-12-13,east
18903,175500,2019-12-13,west
18928,171600,2019-12-14,north
18929,163200,2019-12-14,south
18930,159900,2019-12-14,east
18931,163200,2019-12-14,west
18956,172500,2019-12-15,north
18957,174300,2019-12-15,south
18958,158700,2019-12-15,east
18959,160800,2019-12-15,west
18984,166200,2019-12-16,north
18985,179100,2019-12-16,south
18986,177300,2019-12-16,east
18987,165000,2019-12-16,west
19012,151800,2019-12-17,north
19013,174900,2019-12-17,south
19014,168900,2019-12-17,east
19015,153300,2019-12-17,west
19040,153300,2019-12-18,north
19041,164100,2019-12-18,south
19042,159000,2019-12-18,east
19043,174000,2019-12-18,west
19068,166500,2019-12-19,north
19069,177300,2019-12-19,south
19070,150300,2019-12-19,east
19071,154200,2019-12-19,west
19096,178800,2019-12-20,north
19097,177300,2019-12-20,south
19098,178800,2019-12-20,east
19099,178500,2019-12-20,west
19124,160500,2019-12-21,north
19125,170100,2019-12-21,south
19126,162600,2019-12-21,east
19127,162300,2019-12-21,west
19152,167100,2019-12-22,north
19153,162900,2019-12-22,south
19154,172500,2019-12-22,east
19155,155700,2019-12-22,west
19180,167100,2019-12-23,north
19181,166200,2019-12-23,south
19182,167400,2019-12-23,east
19183,167100,2019-12-23,west
19208,162000,2019-12-24,north
19209,171600,2019-12-24,south
19210,167400,2019-12-24,east
19211,168600,2019-12-24,west
19236,175200,2019-12-25,north
19237,172500,2019-12-25,south
19238,154500,2019-12-25,east
19239,150600,2019-12-25,west
19264,153900,2019-12-26,north
19265,171600,2019-12-26,south
19266,150000,2019-12-26,east
19267,179400,2019-12-26,west
19292,171600,2019-12-27,north
19293,166500,2019-12-27,south
19294,155700,2019-12-27,east
19295,162000,2019-12-27,west
19320,177900,2019-12-28,north
19321,177900,2019-12-28,south
19322,175200,2019-12-28,east
19323,177300,2019-12-28,west
19348,180000,2019-12-29,north
19349,177300,2019-12-29,south
19350,176700,2019-12-29,east
19351,168300,2019-12-29,west
19376,154200,2019-12-30,north
19377,172800,2019-12-30,south
19378,156900,2019-12-30,east
19379,165900,2019-12-30,west
19404,158100,2019-12-31,north
19405,171300,2019-12-31,south
19406,153300,2019-12-31,east
19407,169200,2019-12-31,west
19432,150600,2020-01-01,north
19433,165900,2020-01-01,south
19434,171900,2020-01-01,east
19435,170400,2020-01-01,west
19460,176700,2020-01-02,north
19461,154200,2020-01-02,south
19462,154200,2020-01-02,east
19463,162900,2020-01-02,west
19488,165900,2020-01-03,north
19489,153900,2020-01-03,south
19490,173400,2020-01-03,east
19491,176100,2020-01-03,west
19516,156000,2020-01-04,north
19517,176700,2020-01-04,south
19518,179100,2020-01-04,east
19519,163200,2020-01-04,west
19544,171600,2020-01-05,north
19545,153600,2020-01-05,south
19546,166200,2020-01-05,east
19547,168000,2020-01-05,west
19572,168900,2020-01-06,north
19573,177900,2020-01-06,south
19574,151200,2020-01-06,east
19575,157800,2020-01-06,west
19600,156000,2020-01-07,north
19601,158100,2020-01-07,south
19602,167700,2020-01-07,east
19603,159900,2020-01-07,west
19628,171300,2020-01-08,north
